doc_id,text,cleaned_text,tokens,token_count,label
3106,"Retail chain Suomen L+ï¿½hikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",retail chain suomen l ï¿½hikauppa was given the index 5 8 airline sas 5 8 teliasonera s broadband 6 1 german retail chain lidl 6 1 tele finland s mobile subscriptions 6 1 tallink shipping line 6 3 and power company helsinki energy 6 3,"['retail', 'chain', 'suomen', 'l', 'ï¿½hikauppa', 'was', 'given', 'the', 'index', '5', '8', 'airline', 'sas', '5', '8', 'teliasonera', 's', 'broadband', '6', '1', 'german', 'retail', 'chain', 'lidl', '6', '1', 'tele', 'finland', 's', 'mobile', 'subscriptions', '6', '1', 'tallink', 'shipping', 'line', '6', '3', 'and', 'power', 'company', 'helsinki', 'energy', '6', '3']",45,neutral
3107,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",risto jalo chief executive of dormus print and also owner of the remainder of the company will keep his position after the acquisition,"['risto', 'jalo', 'chief', 'executive', 'of', 'dormus', 'print', 'and', 'also', 'owner', 'of', 'the', 'remainder', 'of', 'the', 'company', 'will', 'keep', 'his', 'position', 'after', 'the', 'acquisition']",23,neutral
3108,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,rl nordic is a part of raiffeisen banking group austria and is a subsidiary to raiffeisen leasing gmbh in austria,"['rl', 'nordic', 'is', 'a', 'part', 'of', 'raiffeisen', 'banking', 'group', 'austria', 'and', 'is', 'a', 'subsidiary', 'to', 'raiffeisen', 'leasing', 'gmbh', 'in', 'austria']",20,neutral
3109,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",rockwell collins is a provider of flight deck cabin and information management solutions for business aircraft operators,"['rockwell', 'collins', 'is', 'a', 'provider', 'of', 'flight', 'deck', 'cabin', 'and', 'information', 'management', 'solutions', 'for', 'business', 'aircraft', 'operators']",17,neutral
3110,"s business sectors are building construction , infrastructure construction and technical building services .",s business sectors are building construction infrastructure construction and technical building services,"['s', 'business', 'sectors', 'are', 'building', 'construction', 'infrastructure', 'construction', 'and', 'technical', 'building', 'services']",12,neutral
3111,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,salcomp manufacturing oy will pay eur 35 million in cash to salcomp in connection with the implementation of the sale and transfer of the business,"['salcomp', 'manufacturing', 'oy', 'will', 'pay', 'eur', '35', 'million', 'in', 'cash', 'to', 'salcomp', 'in', 'connection', 'with', 'the', 'implementation', 'of', 'the', 'sale', 'and', 'transfer', 'of', 'the', 'business']",25,neutral
3112,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",sampo housing loan bank a unit of finland s sampo bank has priced its eur1bn usd1 3 bn bond at 99 889 reuters reported,"['sampo', 'housing', 'loan', 'bank', 'a', 'unit', 'of', 'finland', 's', 'sampo', 'bank', 'has', 'priced', 'its', 'eur1bn', 'usd1', '3', 'bn', 'bond', 'at', '99', '889', 'reuters', 'reported']",24,neutral
3113,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,sampo plc jarmo salonen head of investor relations and group communications tel 358 10 516 0030 distribution nasdaq omx helsinki the principal media financial supervisory authority www sampo com this announcement is distributed by thomson reuters on behalf of thomson reuters clients,"['sampo', 'plc', 'jarmo', 'salonen', 'head', 'of', 'investor', 'relations', 'and', 'group', 'communications', 'tel', '358', '10', '516', '0030', 'distribution', 'nasdaq', 'omx', 'helsinki', 'the', 'principal', 'media', 'financial', 'supervisory', 'authority', 'www', 'sampo', 'com', 'this', 'announcement', 'is', 'distributed', 'by', 'thomson', 'reuters', 'on', 'behalf', 'of', 'thomson', 'reuters', 'clients']",42,neutral
3114,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",san francisco marketwatch nokia corp the world s largest cell phone maker is using the consumer electronics show in las vegas to introduce a high end thin folding phone according to a media report monday,"['san', 'francisco', 'marketwatch', 'nokia', 'corp', 'the', 'world', 's', 'largest', 'cell', 'phone', 'maker', 'is', 'using', 'the', 'consumer', 'electronics', 'show', 'in', 'las', 'vegas', 'to', 'introduce', 'a', 'high', 'end', 'thin', 'folding', 'phone', 'according', 'to', 'a', 'media', 'report', 'monday']",35,neutral
3115,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,sanoma magazines international will invite other shareholders holding approximately 15 of the shares to sell their shares,"['sanoma', 'magazines', 'international', 'will', 'invite', 'other', 'shareholders', 'holding', 'approximately', '15', 'of', 'the', 'shares', 'to', 'sell', 'their', 'shares']",17,neutral
3116,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,"['scanfil', 'plc', 'is', 'a', 'global', 'contract', 'manufacturer', 'and', 'systems', 'supplier', 'for', 'communication', 'and', 'industrial', 'electronics']",15,neutral
3117,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",schwalm at outotec com eila paatela vice president corporate communications tel 358 20 529 2004 mobile 358 400 817198 e mail eila,"['schwalm', 'at', 'outotec', 'com', 'eila', 'paatela', 'vice', 'president', 'corporate', 'communications', 'tel', '358', '20', '529', '2004', 'mobile', '358', '400', '817198', 'e', 'mail', 'eila']",22,neutral
3118,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",sdm offers general rental equipment aluminium scaffolding power generator and hoists to customers in the construction sector,"['sdm', 'offers', 'general', 'rental', 'equipment', 'aluminium', 'scaffolding', 'power', 'generator', 'and', 'hoists', 'to', 'customers', 'in', 'the', 'construction', 'sector']",17,neutral
3119,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,services supplier efore plc to streamline operations in finland and the us finnish electronic systems and services supplier efore plc omx helsinki efo1v said on tuesday 3 february that it has initiated statutory negotiations regarding a streamlining of its operations in finland,"['services', 'supplier', 'efore', 'plc', 'to', 'streamline', 'operations', 'in', 'finland', 'and', 'the', 'us', 'finnish', 'electronic', 'systems', 'and', 'services', 'supplier', 'efore', 'plc', 'omx', 'helsinki', 'efo1v', 'said', 'on', 'tuesday', '3', 'february', 'that', 'it', 'has', 'initiated', 'statutory', 'negotiations', 'regarding', 'a', 'streamlining', 'of', 'its', 'operations', 'in', 'finland']",42,positive
3120,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",seventy three of those also have more extensive training in products built on the latest archestra technologies such as the wonderware system platform,"['seventy', 'three', 'of', 'those', 'also', 'have', 'more', 'extensive', 'training', 'in', 'products', 'built', 'on', 'the', 'latest', 'archestra', 'technologies', 'such', 'as', 'the', 'wonderware', 'system', 'platform']",23,neutral
3121,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",simultaneously alma media has purchased a 35 share of arena interactive a subsidiary of arena partners with a focus on mobile solutions development,"['simultaneously', 'alma', 'media', 'has', 'purchased', 'a', '35', 'share', 'of', 'arena', 'interactive', 'a', 'subsidiary', 'of', 'arena', 'partners', 'with', 'a', 'focus', 'on', 'mobile', 'solutions', 'development']",23,neutral
3122,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",simultaneously with this merger plan another merger plan has been signed according to which suomen projektivuokraus oy a subsidiary of vtm rakennuskonevuokraamo oy would be merged with vtm rakennuskonevuokraamo oy,"['simultaneously', 'with', 'this', 'merger', 'plan', 'another', 'merger', 'plan', 'has', 'been', 'signed', 'according', 'to', 'which', 'suomen', 'projektivuokraus', 'oy', 'a', 'subsidiary', 'of', 'vtm', 'rakennuskonevuokraamo', 'oy', 'would', 'be', 'merged', 'with', 'vtm', 'rakennuskonevuokraamo', 'oy']",30,neutral
3123,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,singapore in may 2011 1 july 2010 finnish air carrier finnair oyj hel fia1s said today it will open a daily route to singapore on 30 may 2011 as part of its growth strategy in asia,"['singapore', 'in', 'may', '2011', '1', 'july', '2010', 'finnish', 'air', 'carrier', 'finnair', 'oyj', 'hel', 'fia1s', 'said', 'today', 'it', 'will', 'open', 'a', 'daily', 'route', 'to', 'singapore', 'on', '30', 'may', '2011', 'as', 'part', 'of', 'its', 'growth', 'strategy', 'in', 'asia']",36,positive
3124,"So far as is known , he did not sell shares that he owns personally .",so far as is known he did not sell shares that he owns personally,"['so', 'far', 'as', 'is', 'known', 'he', 'did', 'not', 'sell', 'shares', 'that', 'he', 'owns', 'personally']",14,neutral
3125,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,solidium now holds 5 0 per cent of the shares solidium oy has acquired 5 0 per cent of the shares in tieto corporation for approximately eur 58 million,"['solidium', 'now', 'holds', '5', '0', 'per', 'cent', 'of', 'the', 'shares', 'solidium', 'oy', 'has', 'acquired', '5', '0', 'per', 'cent', 'of', 'the', 'shares', 'in', 'tieto', 'corporation', 'for', 'approximately', 'eur', '58', 'million']",29,neutral
3126,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",some 3 8 mln euro 5 2 mln of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850 000 new ixonos shares,"['some', '3', '8', 'mln', 'euro', '5', '2', 'mln', 'of', 'the', 'base', 'acquisition', 'price', 'will', 'be', 'paid', 'in', 'cash', 'and', 'the', 'rest', 'through', 'a', 'subscription', 'offering', 'of', 'a', 'total', 'of', '850', '000', 'new', 'ixonos', 'shares']",34,neutral
